2624608,2708403.0,2795731.0,2881140.0,2955033.0,3023722.0,3097229.0,3172287.0,3256910.0,3345558.0,3427584.0,3506729.0,3583055.0,3662691.0,3756069.0,3845718.0
2708403,2795731.0,2881140.0,2955033.0,3023722.0,3097229.0,3172287.0,3256910.0,3345558.0,3427584.0,3506729.0,3583055.0,3662691.0,3756069.0,3845718.0,3938064.0
2795731,2881140.0,2955033.0,3023722.0,3097229.0,3172287.0,3256910.0,3345558.0,3427584.0,3506729.0,3583055.0,3662691.0,3756069.0,3845718.0,3938064.0,4024009.0
2881140,2955033.0,3023722.0,3097229.0,3172287.0,3256910.0,3345558.0,3427584.0,3506729.0,3583055.0,3662691.0,3756069.0,3845718.0,3938064.0,4024009.0,4101699.0
2955033,3023722.0,3097229.0,3172287.0,3256910.0,3345558.0,3427584.0,3506729.0,3583055.0,3662691.0,3756069.0,3845718.0,3938064.0,4024009.0,4101699.0,4177502.0
3023722,3097229.0,3172287.0,3256910.0,3345558.0,3427584.0,3506729.0,3583055.0,3662691.0,3756069.0,3845718.0,3938064.0,4024009.0,4101699.0,4177502.0,4261747.0
3097229,3172287.0,3256910.0,3345558.0,3427584.0,3506729.0,3583055.0,3662691.0,3756069.0,3845718.0,3938064.0,4024009.0,4101699.0,4177502.0,4261747.0,4347018.0
3172287,3256910.0,3345558.0,3427584.0,3506729.0,3583055.0,3662691.0,3756069.0,3845718.0,3938064.0,4024009.0,4101699.0,4177502.0,4261747.0,4347018.0,4442163.0
3256910,3345558.0,3427584.0,3506729.0,3583055.0,3662691.0,3756069.0,3845718.0,3938064.0,4024009.0,4101699.0,4177502.0,4261747.0,4347018.0,4442163.0,4542347.0
3345558,3427584.0,3506729.0,3583055.0,3662691.0,3756069.0,3845718.0,3938064.0,4024009.0,4101699.0,4177502.0,4261747.0,4347018.0,4442163.0,4542347.0,4634068.0
3427584,3506729.0,3583055.0,3662691.0,3756069.0,3845718.0,3938064.0,4024009.0,4101699.0,4177502.0,4261747.0,4347018.0,4442163.0,4542347.0,4634068.0,4713620.0
3506729,3583055.0,3662691.0,3756069.0,3845718.0,3938064.0,4024009.0,4101699.0,4177502.0,4261747.0,4347018.0,4442163.0,4542347.0,4634068.0,4713620.0,4801943.0
3583055,3662691.0,3756069.0,3845718.0,3938064.0,4024009.0,4101699.0,4177502.0,4261747.0,4347018.0,4442163.0,4542347.0,4634068.0,4713620.0,4801943.0,4897492.0
3662691,3756069.0,3845718.0,3938064.0,4024009.0,4101699.0,4177502.0,4261747.0,4347018.0,4442163.0,4542347.0,4634068.0,4713620.0,4801943.0,4897492.0,4996472.0
3756069,3845718.0,3938064.0,4024009.0,4101699.0,4177502.0,4261747.0,4347018.0,4442163.0,4542347.0,4634068.0,4713620.0,4801943.0,4897492.0,4996472.0,5102424.0
3845718,3938064.0,4024009.0,4101699.0,4177502.0,4261747.0,4347018.0,4442163.0,4542347.0,4634068.0,4713620.0,4801943.0,4897492.0,4996472.0,5102424.0,5211156.0
3938064,4024009.0,4101699.0,4177502.0,4261747.0,4347018.0,4442163.0,4542347.0,4634068.0,4713620.0,4801943.0,4897492.0,4996472.0,5102424.0,5211156.0,5311020.0
4024009,4101699.0,4177502.0,4261747.0,4347018.0,4442163.0,4542347.0,4634068.0,4713620.0,4801943.0,4897492.0,4996472.0,5102424.0,5211156.0,5311020.0,5407613.0
4101699,4177502.0,4261747.0,4347018.0,4442163.0,4542347.0,4634068.0,4713620.0,4801943.0,4897492.0,4996472.0,5102424.0,5211156.0,5311020.0,5407613.0,5495061.0
4177502,4261747.0,4347018.0,4442163.0,4542347.0,4634068.0,4713620.0,4801943.0,4897492.0,4996472.0,5102424.0,5211156.0,5311020.0,5407613.0,5495061.0,5589626.0
4261747,4347018.0,4442163.0,4542347.0,4634068.0,4713620.0,4801943.0,4897492.0,4996472.0,5102424.0,5211156.0,5311020.0,5407613.0,5495061.0,5589626.0,5691790.0
4347018,4442163.0,4542347.0,4634068.0,4713620.0,4801943.0,4897492.0,4996472.0,5102424.0,5211156.0,5311020.0,5407613.0,5495061.0,5589626.0,5691790.0,5808946.0
4442163,4542347.0,4634068.0,4713620.0,4801943.0,4897492.0,4996472.0,5102424.0,5211156.0,5311020.0,5407613.0,5495061.0,5589626.0,5691790.0,5808946.0,5924275.0
4542347,4634068.0,4713620.0,4801943.0,4897492.0,4996472.0,5102424.0,5211156.0,5311020.0,5407613.0,5495061.0,5589626.0,5691790.0,5808946.0,5924275.0,6059017.0
